,original,google_translate,,
2008,"Canary deployments

These enable rollout releases by allowing you to do percentage-based traffic between versions.","카나리아 배포

이를 통해 버전 간 백분율 기반 트래픽을 수행 할 수 있으므로 출시 릴리스가 가능합니다.",,
2009,"Pinned deployments

These allow you to expose experimental traffic to a newer version, while keeping production traffic against the current version.","고정 된 배포

이를 통해 현재 버전에 대해 프로덕션 트래픽을 유지하면서 실험 트래픽을 최신 버전에 노출 할 수 있습니다.",,
2010,The added complexity of canary and pinned over blue-green comes from the infrastructure and routing rules required to ensure that traffic is being redirected to the right models.,카나리아의 복잡성이 추가되고 청록색 위에 고정 된 것은 트래픽이 올바른 모델로 리디렉션되도록하는 데 필요한 인프라 및 라우팅 규칙에서 비롯됩니다.,,
2011,"With this enablement, you can then gather data to make statistically significant decisions about when to start moving traffic.",이 기능을 사용하면 데이터를 수집하여 트래픽 이동을 시작할시기에 대해 통계적으로 중요한 결정을 내릴 수 있습니다.,,
2012,One statistical approach for traffic movement is A/B testing.,트래픽 이동에 대한 한 가지 통계적 접근 방식은 A / B 테스트입니다.,,
2013,"Another popular approach for evaluating multiple competing models is multi-armed bandits,
which requires you to define a score or reward for each model and to promote models relative to their respective score.","여러 경쟁 모델을 평가하는 또 다른 인기있는 접근 방식은 다중 슬롯 머신 도적입니다.
이를 위해서는 각 모델에 대한 점수 또는 보상을 정의하고 각 점수와 관련된 모델을 홍보해야합니다.",,
2014,8.3.1.,8.3.1.,,
2015,"Model Updating Requirements
Upgrading your model must be simple, so the deployment strategy that you use for upgrading should be easy to configure and simple to change (i.e., from pinned to canary).","모델 업데이트 요구 사항
모델 업그레이드는 간단해야하므로 업그레이드에 사용하는 배포 전략은 구성 및 변경 (예 : 고정에서 카나리아로)이 간단해야합니다.",,
2016,Your inference solution should also offer more-complex graph inferencing in its design.,추론 솔루션은 또한 설계에서 더 복잡한 그래프 추론을 제공해야합니다.,,
2017,"We will elaborate on what you need from your inference solution:
First, the toggle of deployment strategies—i.e., from pinned to canary—should be trivial.","추론 솔루션에서 필요한 사항에 대해 자세히 설명하겠습니다.
첫째, 배포 전략의 전환 (예 : 고정에서 카나리아로)은 사소해야합니다.",,
2018,"You can enable traffic-level routing in an abstracted way by abstracting the service plane, which will be defined in SECTION 8.8.1.",섹션 8.8.1에서 정의 할 서비스 플레인을 추상화하여 추상화 된 방식으로 트래픽 수준 라우팅을 활성화 할 수 있습니다.,,
2019,"Second, version changes should be tested and validated before promotion, and the corresponding upgrade should be logged.","둘째, 승격 전에 버전 변경을 테스트하고 유효성을 검사하고 해당 업그레이드를 기록해야합니다.",,
2020,"Third, the underlying stack should enable you to configure the more complex deployment strategies common to graph inferencing literature.","셋째, 기본 스택을 사용하면 그래프 추론 문헌에 일반적으로 사용되는보다 복잡한 배포 전략을 구성 할 수 있습니다.",,
2021,8.4.,8.4.,,
2022,"Summary of Inference Requirements
With the requirements of model serving, monitoring, and updating all satisfied, you now have an inference solution that completes your model development life cycle (MDLC) story.","추론 요구 사항 요약
모델 제공, 모니터링 및 업데이트의 요구 사항이 모두 충족되었으므로 이제 MDLC (Model Development Life Cycle) 스토리를 완성하는 추론 솔루션을 갖게되었습니다.",,
2023,"This enables you to bring a model all the way from lab to production, and even handle the updating of this model should you want to tune or modify its construction.",이를 통해 실험실에서 프로덕션까지 모델을 가져올 수 있으며 구성을 조정하거나 수정하려는 경우이 모델의 업데이트도 처리 할 수 있습니다.,,
2024,Now we will discuss the inference solutions that Kubeflow offers.,이제 Kubeflow가 제공하는 추론 솔루션에 대해 설명하겠습니다.,,
2025,"Tip
Some ML practitioners believe that continuous learning (CL) is fundamental in their production ML systems.","팁
일부 ML 실무자는 지속적 학습 (CL)이 프로덕션 ML 시스템의 기본이라고 생각합니다.",,
2026,CL is the ability of a model to learn continually from streaming data.,CL은 스트리밍 데이터에서 지속적으로 학습하는 모델의 기능입니다.,,
2027,"In essence, the model will autonomously learn and adapt in production as new data comes in.",본질적으로 모델은 새로운 데이터가 들어 오면 생산 과정에서 자율적으로 학습하고 적응합니다.,,
2028,Some even call this AutoML.,일부는이를 AutoML이라고도합니다.,,
2029,"With a complete MDLC solution that enables pipelines and canary deployments, you can design such a system using the tools available in Kubeflow.",파이프 라인 및 카나리아 배포를 지원하는 완전한 MDLC 솔루션을 사용하면 Kubeflow에서 제공되는 도구를 사용하여 이러한 시스템을 설계 할 수 있습니다.,,
2030,8.5.,8.5.,,
2031,"Model Inference in Kubeflow
Model serving, monitoring, and updating within inference can be quite tricky because
you need a solution that manages all of these expectations in a way that provides abstraction for first-time users and customizability for power users.","Kubeflow의 모델 추론
추론 내에서 모델 제공, 모니터링 및 업데이트는 매우 까다로울 수 있습니다.
처음 사용하는 사용자에게는 추상화를 제공하고 고급 사용자에게는 사용자 정의 기능을 제공하는 방식으로 이러한 모든 기대치를 관리하는 솔루션이 필요합니다.",,
2032,Kubeflow provides many options for model inference solutions.,Kubeflow는 모델 추론 솔루션을위한 다양한 옵션을 제공합니다.,,
2033,"In this section, we will describe some of them, including TensorFlow Serving, Seldon Core, and KFServing.","이 섹션에서는 TensorFlow Serving, Seldon Core 및 KFServing을 포함하여 그중 일부를 설명합니다.",,
2034,"TABLE 8-2 presents a quick comparison of these 
solutions.","표 8-2는 이들의 빠른 비교를 보여줍니다.
솔루션.",,
2035,Table 8-2.,표 8-2.,,
2036,"Comparing different model inference approaches


Solution
Approach




TensorFlow Serving



Single model type (TensorFlow) support


Some support for monitoring metrics (Prometheus)


With version 2.3, support for canarying via model version labels


Simplest infrastructure dependencies




Seldon Core



Optimized Docker containers for popular libraries like TensorFlow, H2O, XGBoost, MXNet, etc.","다양한 모델 추론 접근 방식 비교


해결책
접근하다




TensorFlow Serving



단일 모델 유형 (TensorFlow) 지원


메트릭 모니터링에 대한 일부 지원 (Prometheus)


버전 2.3에서는 모델 버전 레이블을 통한 카나리아 화 지원


가장 단순한 인프라 종속성




셀던 코어



TensorFlow, H2O, XGBoost, MXNet 등과 같은 인기있는 라이브러리에 최적화 된 Docker 컨테이너",,
2037,"Language wrappers that convert a Python file or a Java JAR into a fully fledged microservice


Support for inference pipelines that can consist of models, transformers, combiners and routers


Support for monitoring metrics and auditable request logs


Support for advanced deployment techniques—canary, blue-green, etc.","Python 파일 또는 Java JAR을 완전한 마이크로 서비스로 변환하는 언어 래퍼


모델, 변환기, 결합기 및 라우터로 구성 될 수있는 추론 파이프 라인 지원


모니터링 메트릭 및 감사 가능한 요청 로그 지원


고급 배포 기술 지원 (카나리아, 블루-그린 등)",,
2038,"Support for advanced ML insights: explainers, outlier detectors, and adversarial attack detectors


More complex infrastructure dependencies




KFServing



Adding serverless (Knative) and a standardized inference experience to Seldon Core, while providing extensibility for other model servers


Most complex infrastructure dependencies







8.6.","고급 ML 인사이트 지원 : 설명자, 이상치 탐지기, 적대적 공격 탐지기


더 복잡한 인프라 종속성




KFServing



서버리스 (Knative) 및 표준화 된 추론 경험을 Seldon Core에 추가하는 동시에 다른 모델 서버에 대한 확장 성을 제공합니다.


가장 복잡한 인프라 종속성







8.6.",,
2039,"TensorFlow Serving
One of the most popular serving implementations is TensorFlow Serving (TFServing), a model-serving implementation based on the TensorFlow export format.","TensorFlow Serving
가장 인기있는 제공 구현 중 하나는 TensorFlow 내보내기 형식을 기반으로하는 모델 제공 구현 인 TensorFlow Serving (TFServing)입니다.",,
2040,"TFServing implements a flexible, high-performance serving system for ML models, designed for production environments.",TFServing은 프로덕션 환경을 위해 설계된 ML 모델을위한 유연한 고성능 서빙 시스템을 구현합니다.,,
2041,The TFServing architecture is shown in FIGURE 8-1.,TFServing 아키텍처는 그림 8-1에 나와 있습니다.,,
2042,Figure 8-1.,그림 8-1.,,
2043,"TFServing architecture

TFServing uses exported TensorFlow models as inputs and supports running predictions on them using HTTP or gRPC.","TFServing 아키텍처

TFServing은 내 보낸 TensorFlow 모델을 입력으로 사용하고 HTTP 또는 gRPC를 사용하여 예측 실행을 지원합니다.",,
2044,"TFServing can be configured to use either:


A single (latest) version of the model


Multiple, specific versions of the model


TensorFlow can be used both locally[3] and in Kubernetes.","TFServing은 다음 중 하나를 사용하도록 구성 할 수 있습니다.


모델의 단일 (최신) 버전


모델의 여러 특정 버전


TensorFlow는 로컬 [3]과 Kubernetes 모두에서 사용할 수 있습니다.",,
2045,"[4] A typical TFServing implementation within Kubeflow includes the following components:


A Kubernetes deployment running the required amount of replicas


A Kubernetes service providing access to the deployment


An Istio virtual service that exposes the service through the Istio ingress gateway


An Istio DestinationRule that defines policies for traffic routed to the service (These rules can specify configurations for load balancing, connection pool size, and outlier detection settings so that you can detect and evict unhealthy hosts from the load balancing pool.)","[4] Kubeflow 내의 일반적인 TFServing 구현에는 다음 구성 요소가 포함됩니다.


필요한 양의 복제본을 실행하는 Kubernetes 배포


배포에 대한 액세스를 제공하는 Kubernetes 서비스


Istio 인 그레스 게이트웨이를 통해 서비스를 노출하는 Istio 가상 서비스


서비스로 라우팅되는 트래픽에 대한 정책을 정의하는 Istio DestinationRule (이러한 규칙은 부하 분산 풀에서 비정상 호스트를 감지하고 제거 할 수 있도록 부하 분산, 연결 풀 크기 및 이상 값 감지 설정에 대한 구성을 지정할 수 있습니다.)",,
2046,We will walk through an example of how these components are implemented by extending our recommender example.,권장 사항 예제를 확장하여 이러한 구성 요소를 구현하는 방법에 대한 예제를 살펴 보겠습니다.,,
2047,"To simplify your initial inference service, your example TFServing instance will be scoped to a deployment and a service that enables HTTP access.",초기 추론 서비스를 단순화하기 위해 예제 TFServing 인스턴스의 범위가 배포 및 HTTP 액세스를 활성화하는 서비스로 지정됩니다.,,
2048,The Helm chart for this example can be found in  the GitHub repo for this book.,이 예제에 대한 Helm 차트는이 책의 GitHub 저장소에서 찾을 수 있습니다.,,
2049,The chart defines a Kubernetes deployment and service.,차트는 Kubernetes 배포 및 서비스를 정의합니다.,,
2050,"The deployment uses the “standard” TFServing Docker image and, in its configuration spec, points to a serialized model at an S3 source location.","배포는 ""표준""TFServing Docker 이미지를 사용하며 구성 사양에서 S3 소스 위치의 직렬화 된 모델을 가리 킵니다.",,
2051,This S3 bucket is managed by a local MinIO instance.,이 S3 버킷은 로컬 MinIO 인스턴스에서 관리합니다.,,
2052,The service exposes this deployment inside the Kubernetes cluster.,서비스는 Kubernetes 클러스터 내에서이 배포를 노출합니다.,,
2053,"The chart can be deployed using the following command (assuming you are running Helm 3):
helm install <chart_location>
Now that you have the chart deployed, you need a way to interface with your inference solution.","다음 명령을 사용하여 차트를 배포 할 수 있습니다 (Helm 3을 실행 중이라고 가정).
helm install <chart_location>
이제 차트를 배포 했으므로 추론 솔루션과 인터페이스 할 방법이 필요합니다.",,
2054,"One method is to port forward your service, so that the traffic can be redirected to your localhost for testing.",한 가지 방법은 테스트를 위해 트래픽을 로컬 호스트로 리디렉션 할 수 있도록 서비스를 포워딩하는 것입니다.,,
2055,You can port-forward your service with EXAMPLE 8-1.,예 8-1을 사용하여 서비스를 포트 포워드 할 수 있습니다.,,
2056,Example 8-1.,예 8-1.,,
2057,"Port-forwarding TFServing services
kubectl port-forward service/recommendermodelserver 8501:8501
The resulting traffic will be rerouted to localhost:8051.","포트 포워딩 TFServing 서비스
kubectl 포트 포워드 서비스 / recommendermodelserver 8501 : 8501
결과 트래픽은 localhost : 8051로 다시 라우팅됩니다.",,
2058,You are now ready to interact with your TFServing inference solution.,이제 TFServing 추론 솔루션과 상호 작용할 준비가되었습니다.,,
2059,"To start, you should validate the deployment by requesting model deployment information from your service:
curl http://localhost:8501/v1/models/recommender/versions/1
The expected output is shown in EXAMPLE 8-2.","시작하려면 서비스에서 모델 배포 정보를 요청하여 배포의 유효성을 검사해야합니다.
컬 http : // localhost : 8501 / v1 / models / recommender / versions / 1
예상 출력은 예제 8-2에 나와 있습니다.",,
2060,Example 8-2.,예 8-2.,,
2061,"TFServing Recommender model version status
{
 ""model_version_status"": [
  {
   ""version"": ""1"",
   ""state"": ""AVAILABLE"",
   ""status"": {
    ""error_code"": ""OK"",
    ""error_message"": """"
   }
  }
 ]
}
You can also get the model’s metadata, including its signature definition, by issuing the following curl command:
curl http://localhost:8501/v1/models/recommender/versions/1/metadata
Now that your model is available and has the correct signature definition, you can predict against the service with the command seen in EXAMPLE 8-3.","TFServing Recommender 모델 버전 상태
{
 ""model_version_status"": [
  {
   ""버전"": ""1"",
   ""state"": ""AVAILABLE"",
   ""상태"": {
    ""error_code"": ""OK"",
    ""에러 메시지"": """"
   }
  }
 ]
}
다음 curl 명령을 실행하여 서명 정의를 포함한 모델의 메타 데이터를 가져올 수도 있습니다.
곱슬 http : // localhost : 8501 / v1 / models / recommender / versions / 1 / metadata
이제 모델을 사용할 수 있고 올바른 서명 정의가 있으므로 예 8-3에 표시된 명령을 사용하여 서비스에 대해 예측할 수 있습니다.",,
2062,Example 8-3.,예 8-3.,,
2063,"Sending a request to your TFServing Recommender service
curl -X POST http://localhost:8501/v1/models/recommender/versions/1:predict\
-d '{""signature_name"":""serving_default"",""inputs"":\
{""products"": [[1],[2]],""users"" : [[25], [3]]}}'
The result from executing EXAMPLE 8-3 is shown in EXAMPLE 8-4.","TFServing Recommender 서비스에 요청 보내기
curl -X POST http : // localhost : 8501 / v1 / models / recommender / versions / 1 : predict \
-d '{ ""signature_name"": ""serving_default"", ""inputs"": \
{ ""제품"": [[1], [2]], ""사용자"": [[25], [3]]}} '
예제 8-3을 실행 한 결과는 예제 8-4에 나와 있습니다.",,
2064,Example 8-4.,예 8-4.,,
2065,"Output from your TFServing Recommender service
{
    ""outputs"": {
        ""model-version"": [
            ""1""
        ],
        ""recommendations"": [
            [
                0.140973762
            ],
            [
                0.0441606939
            ]
        ]
    }
}
Your TensorFlow model is now behind a live inference solution.","TFServing Recommender 서비스의 출력
{
    ""출력"": {
        ""모델 버전"": [
            ""1""
        ],
        ""권장 사항"": [
            [
                0.140973762
            ],
            [
                0.0441606939
            ]
        ]
    }
}
이제 TensorFlow 모델이 실시간 추론 솔루션 뒤에 있습니다.",,
2066,"TFServing makes it easy to deploy new TensorFlow algorithms and experiments, while keeping the same server architecture and APIs.",TFServing을 사용하면 동일한 서버 아키텍처와 API를 유지하면서 새로운 TensorFlow 알고리즘과 실험을 쉽게 배포 할 수 있습니다.,,
2067,But the journey does not end there.,그러나 여정은 여기서 끝나지 않습니다.,,
2068,"For one, these deployment instructions create a service but do not enable access from outside of the cluster.","첫째, 이러한 배포 지침은 서비스를 생성하지만 클러스터 외부에서 액세스를 활성화하지 않습니다.",,
2069,"[5]
But we will now take a further look into all the capabilities of this particular solution against your inference requirements.","[5]
그러나 이제 추론 요구 사항에 대한이 특정 솔루션의 모든 기능을 자세히 살펴 보겠습니다.",,
2070,"8.6.1. Review
If you are looking to deploy your TensorFlow model with the lowest infrastructure requirement, TFServing is your solution.","8.6.1.리뷰
인프라 요구 사항이 가장 낮은 TensorFlow 모델을 배포하려는 경우 TFServing이 솔루션입니다.",,
2071,"However, this has limitations when you consider your inference requirements.",그러나 이것은 추론 요구 사항을 고려할 때 제한이 있습니다.,,
2072,8.6.1.1.,8.6.1.1.,,
2073,"Model serving
Because TFServing only has production-level support for TensorFlow, it does not have the desired flexibility you would expect from a framework-agnostic inference service.","모델 제공
TFServing은 TensorFlow에 대한 프로덕션 수준 지원 만 제공하므로 프레임 워크에 구애받지 않는 추론 서비스에서 기대할 수있는 원하는 유연성이 없습니다.",,
2074,"It does, however, support REST, gRPC, GPU acceleration, mini-batching, and “lite” versions for serving on edge devices.","그러나 에지 기기에서 제공하기 위해 REST, gRPC, GPU 가속, 미니 배치, '라이트'버전을 지원합니다.",,
2075,"Regardless of the underlying hardware, this support does not extend to streaming inputs or to built-in auto scaling.",기본 하드웨어에 관계없이이 지원은 스트리밍 입력 또는 내장 자동 확장으로 확장되지 않습니다.,,
2076,"[6]
Furthermore, the ability to extend the inference graph—beyond a Fairness Indicator—to include more advanced ML insights isn’t supported in a first-class way.","[6]
또한 공정성 지표를 넘어서 추론 그래프를 확장하여 고급 ML 인사이트를 포함하는 기능은 일류 방식으로 지원되지 않습니다.",,
2077,"Despite providing basic serving and model analysis features for TensorFlow models, this inference solution does not satisfy your more advanced serving requirements.",TensorFlow 모델에 대한 기본 제공 및 모델 분석 기능을 제공 함에도 불구하고이 추론 솔루션은 고급 제공 요구 사항을 충족하지 않습니다.,,
2078,8.6.1.2.,8.6.1.2.,,
2079,"Model monitoring
TFServing supports traditional monitoring via its integration with Prometheus.","모델 모니터링
TFServing은 Prometheus와의 통합을 통해 기존 모니터링을 지원합니다.",,
2080,"This exposes both system information—such as CPU, memory, and networking—and TFServing-specific metrics; unfortunately, there is very little documentation (see the best source, on the  TensorFlow site).","이는 CPU, 메모리 및 네트워킹과 같은 시스템 정보와 TFServing 관련 메트릭을 모두 노출합니다.안타깝게도 문서가 거의 없습니다 (TensorFlow 사이트에서 최고의 소스 참조).",,
2081,"Also, there is no first-class integration with data visualization tools like Kibana or distributed tracing libraries like Jaeger.",또한 Kibana와 같은 데이터 시각화 도구 또는 Jaeger와 같은 분산 추적 라이브러리와의 최고 수준의 통합이 없습니다.,,
2082,"As such, TFServing does not provide the managed network observability capabilities you desire.",따라서 TFServing은 원하는 관리 네트워크 관찰 기능을 제공하지 않습니다.,,
2083,"When it comes to advanced model serving insights, including model drift and explainability, some of them are available in TensorFlow 2.0.",모델 드리프트 및 설명 가능성을 포함하여 인사이트를 제공하는 고급 모델의 경우 일부는 TensorFlow 2.0에서 사용할 수 있습니다.,,
2084,"Furthermore, the vendor lock-in to a proprietary serving solution complicates the plugability of model insight components.",또한 독점 제공 솔루션에 대한 공급 업체 종속은 모델 통찰력 구성 요소의 플러그 가능성을 복잡하게 만듭니다.,,
2085,"Since the deployment strategy of TFServing uses Kubeflow’s infrastructure stack, it leverages a microservice approach.",TFServing의 배포 전략은 Kubeflow의 인프라 스택을 사용하므로 마이크로 서비스 접근 방식을 활용합니다.,,
2086,This allows TFServing deployments to be easily coupled with auxiliary ML components.,이를 통해 TFServing 배포를 보조 ML 구성 요소와 쉽게 결합 할 수 있습니다.,,
2087,8.6.1.3.,8.6.1.3.,,
2088,"Model updating
TFServing is quite advanced in that it enables canary, pinned, and even rollback deployment strategies.","모델 업데이트
TFServing은 카나리아, 고정 및 롤백 배포 전략을 지원한다는 점에서 상당히 발전했습니다.",,
2089,"[7]
However, the strategies are limited to the manual labeling of existing model versions and do not include support for the introduction of in-flight model versions.","[7]
그러나 전략은 기존 모델 버전의 수동 레이블 지정으로 제한되며 기내 모델 버전 도입에 대한 지원을 포함하지 않습니다.",,
2090,So version promotion does not have a safe-rollout guarantee.,따라서 버전 승격에는 안전한 출시가 보장되지 않습니다.,,
2091,"Lastly, the strategies are embedded in the server and aren’t extensible for other deployment strategies that might exist outside of TFServing.","마지막으로, 전략은 서버에 내장되어 있으며 TFServing 외부에있을 수있는 다른 배포 전략으로 확장 할 수 없습니다.",,
2092,8.6.1.4.,8.6.1.4.,,
2093,"Summary
TFServing provides extremely performant and sophisticated out-of-the-box integration for TensorFlow models,
but it falls short on enabling more advanced features like framework extensibility, advanced telemetry, and plugable deployment strategies.","요약
TFServing은 TensorFlow 모델에 대해 매우 성능이 뛰어나고 정교한 즉시 사용 가능한 통합을 제공합니다.
그러나 프레임 워크 확장 성, 고급 원격 측정 및 플러그 형 배포 전략과 같은 고급 기능을 활성화하는 데는 부족합니다.",,
2094,"Seeing these requirements unsatisfied, we will now look at how Seldon Core attempts to fill these gaps.",이러한 요구 사항이 만족스럽지 않은 것을 확인하고 이제 Seldon Core가 이러한 격차를 메우려는 방법을 살펴 보겠습니다.,,
2095,8.7.,8.7.,,
2096,"Seldon Core
Instead of just serving up single models behind an endpoint, Seldon Core enables data scientists to compose complex runtime
inference graphs—by converting their machine learning code or artifacts into microservices.","셀던 코어
엔드 포인트 뒤에서 단일 모델을 제공하는 대신 Seldon Core를 사용하면 데이터 과학자가 복잡한 런타임을 구성 할 수 있습니다.
추론 그래프-기계 학습 코드 또는 아티팩트를 마이크로 서비스로 변환합니다.",,
2097,"An inference graph, as visualized in FIGURE 8-2, can be composed of:

Models

Runtime inference executable for one or more ML models

Routers

Route requests to subgraphs, i.e., enabling A/B tests or multi-armed bandits

Combiners

Combine the responses from subgraphs, i.e., model ensemble

Transformers

Transform requests or responses, i.e., transform feature requests




Figure 8-2.","그림 8-2에 시각화 된 추론 그래프는 다음으로 구성 될 수 있습니다.

모델

하나 이상의 ML 모델에 대해 실행 가능한 런타임 추론

라우터

요청을 하위 그래프로 라우팅 (예 : A / B 테스트 또는 다중 슬롯 머신 밴디트 활성화)

결합기

하위 그래프, 즉 모델 앙상블의 응답을 결합합니다.

변압기

변환 요청 또는 응답, 즉 변환 기능 요청




그림 8-2.",,
2098,"Seldon inference graph example

To understand how Seldon achieves this, we will explore its core components and feature set:

Prepackaged model servers

Optimized Docker containers for popular libraries such as TensorFlow, XGBoost, H2O, etc., which can load and serve model artifacts/binaries

Language wrappers

Tools to enable more custom machine learning models to be wrapped using a
set of CLIs, which allow data scientists to convert a Python file or a Java JAR into a fully fledged microservice

Standardized API

Out-of-the-box APIs that can be REST or gRPC

Out of the box observability

Monitoring metrics and auditable request logs

Advanced machine learning insights

Complex ML concepts such as explainers, outlier detectors, and adversarial attack detectors abstracted into infrastructural components that can be extended when desired


Using all of these components, we walk through how to design an inference graph using Seldon.","셀던 추론 그래프 예제

Seldon이이를 달성하는 방법을 이해하기 위해 핵심 구성 요소와 기능 세트를 살펴 보겠습니다.

사전 패키징 된 모델 서버

모델 아티팩트 / 바이너리를로드하고 제공 할 수있는 TensorFlow, XGBoost, H2O 등과 같은 인기 라이브러리에 최적화 된 Docker 컨테이너

언어 래퍼

더 많은 사용자 지정 기계 학습 모델을 사용하여 래핑 할 수있는 도구
데이터 과학자가 Python 파일 또는 Java JAR을 완전한 마이크로 서비스로 변환 할 수있는 CLI 세트

표준화 된 API

REST 또는 gRPC가 될 수있는 즉시 사용 가능한 API

즉시 사용 가능한 관찰 가능성

측정 항목 및 감사 가능한 요청 로그 모니터링

고급 기계 학습 통찰력

설명자, 이상치 탐지기 및 적대적 공격 탐지기와 같은 복잡한 ML 개념은 원하는 경우 확장 할 수있는 인프라 구성 요소로 추상화


이러한 모든 구성 요소를 사용하여 Seldon을 사용하여 추론 그래프를 설계하는 방법을 살펴 봅니다.",,
2099,8.7.1.,8.7.1.,,
2100,"Designing a Seldon Inference Graph
First, you will need to decide what components you want your inference graph to consist of.","셀던 추론 그래프 설계
먼저 추론 그래프를 구성 할 구성 요소를 결정해야합니다.",,
2101,"Will it be just a model server, or will you add a set of transformers, explainers, or outlier detectors to the model server?","모델 서버일까요, 아니면 모델 서버에 변환기, 설명자 또는 이상치 감지기 세트를 추가할까요?",,
2102,"Luckily, it’s really easy to add or remove components as you see fit,
so we will start with just a simple model server.","다행히도 적합하다고 생각되는 구성 요소를 추가하거나 제거하는 것은 정말 쉽습니다.
그래서 우리는 단순한 모델 서버로 시작할 것입니다.",,
2103,"Second, you need to containerize your processing steps.","둘째, 처리 단계를 컨테이너화해야합니다.",,
2104,You can build each step of your inference graph with model as data or model as code.,모델을 데이터로 또는 모델을 코드로 사용하여 추론 그래프의 각 단계를 작성할 수 있습니다.,,
2105,"For model as data, you could use a prepackaged model server to load your model artifacts/binaries and avoid building a Docker container every time your model changes.",데이터 형 모델의 경우 사전 패키징 된 모델 서버를 사용하여 모델 아티팩트 / 바이너리를로드하고 모델이 변경 될 때마다 Docker 컨테이너를 빌드하지 않을 수 있습니다.,,
2106,"For model as code, you would build your own prepackaged model server based on a custom implementation.",코드 형 모델의 경우 사용자 정의 구현을 기반으로 사전 패키징 된 자체 모델 서버를 빌드합니다.,,
2107,Your implementation is enabled via a language wrapper that would containerize your code by exposing a high-level interface to your model’s logic.,모델의 로직에 상위 수준 인터페이스를 노출하여 코드를 컨테이너화하는 언어 래퍼를 통해 구현이 활성화됩니다.,,
2108,"This can be used for more complex cases, even use cases that may require custom OS-specific, or even external-system dependencies.","이는보다 복잡한 경우, 심지어 사용자 지정 OS 별 또는 외부 시스템 종속성이 필요할 수있는 사용 사례에도 사용할 수 있습니다.",,
2109,"Next, you need to test your implementation.",다음으로 구현을 테스트해야합니다.,,
2110,"You can run your implementation locally, leveraging
Seldon tools to verify that it works correctly.","구현을 로컬에서 실행할 수 있습니다.
Seldon 도구가 올바르게 작동하는지 확인합니다.",,
2111,Local development is enabled by the underlying portability of Kubernetes and by Seldon’s compatibility with Kubeflow’s infrastructure stack.,로컬 개발은 Kubernetes의 기본 이식성과 Kubeflow의 인프라 스택과의 Seldon의 호환성을 통해 가능합니다.,,
2112,"Then, you can enable Seldon Core extensions.",그런 다음 Seldon Core 확장을 활성화 할 수 있습니다.,,
2113,"Some extensions include: Jaeger tracing integration, ELK request logging integration,
Seldon Core analytics integration, or Istio/Ambassador ingress integration, to name a few.","일부 확장에는 Jaeger 추적 통합, ELK 요청 로깅 통합,
Seldon Core 분석 통합 또는 Istio / Ambassador Ingress 통합이 있습니다.",,
2114,"[8]
After enabling extensions, you can promote your local graph deployment to be hosted against a live Kubernetes cluster.","[8]
확장을 활성화 한 후 라이브 Kubernetes 클러스터에 대해 호스팅되도록 로컬 그래프 배포를 승격 할 수 있습니다.",,
2115,"Lastly, you can hook up your inference graph into a continuous integration/continuous delivery (CI/CD) pipeline.",마지막으로 추론 그래프를 CI / CD (지속적 통합 / 지속적 배포) 파이프 라인에 연결할 수 있습니다.,,
2116,"Seldon components allow you to integrate seamlessly into CI/CD workflows, which enables you to use your preferred CI tool to connect your model sources into Seldon Core.",Seldon 구성 요소를 사용하면 CI / CD 워크 플로에 원활하게 통합 할 수 있으므로 선호하는 CI 도구를 사용하여 모델 소스를 Seldon Core에 연결할 수 있습니다.,,
2117,"Now that you have scoped out a rather robust inference graph, we will walk through some examples after getting set up with Seldon on your Kubeflow cluster.",이제 다소 강력한 추론 그래프의 범위를 지정 했으므로 Kubeflow 클러스터에서 Seldon을 설정 한 후 몇 가지 예를 살펴 보겠습니다.,,
2118,8.7.1.1.,8.7.1.1.,,
2119,"Setting up Seldon Core
Seldon Core 1.0 comes prepackaged with Kubeflow, so it should already be available to you.","Seldon Core 설정
Seldon Core 1.0은 Kubeflow와 함께 사전 패키지로 제공되므로 이미 사용할 수 있습니다.",,
2120,The Seldon Core installation will create a Kubernetes operator which will watch for SeldonDeployment resources that describe your inference graph.,Seldon Core 설치는 추론 그래프를 설명하는 SeldonDeployment 리소스를 감시 할 Kubernetes 연산자를 생성합니다.,,
2121,"However, you can install a custom version of Seldon Core, as per the installation instructions, with EXAMPLE 8-5.",그러나 설치 지침에 따라 예제 8-5를 사용하여 Seldon Core의 사용자 지정 버전을 설치할 수 있습니다.,,
2122,Example 8-5.,예 8-5.,,
2123,"Helm install for a custom Seldon Core version
helm install seldon-core-operator \
    --repo https://storage.googleapis.com/seldon-charts  \
    --namespace default \
    --set istio.gateway=istio-system/seldon-gateway \
    --set istio.enabled=true
You must ensure that the namespace where your models will be served has an Istio gateway and an InferenceServing namespace label.","맞춤 Seldon Core 버전 용 Helm 설치
helm install seldon-core-operator \
    --repo https://storage.googleapis.com/seldon-charts \
    -네임 스페이스 기본값 \
    --set istio.gateway = istio-system / seldon-gateway \
    --set istio.enabled = true
모델이 제공 될 네임 스페이스에 Istio 게이트웨이 및 InferenceServing 네임 스페이스 레이블이 있는지 확인해야합니다.",,
